VBB-Nr;HAFAS-Nr;NAME;KOORDINATE_Y;KOORDINATE_X;lat;lon
350580;9350580;Melchow, Dorf;5850548;4615035;52775429;13703147
350581;9350581;Melchow, Siedlung;5849894;4615917;52769366;13715980
350584;9350584;Neuendorf (bei Oderberg), Hohensaatener Str.;5863711;4639877;52887780;14076667
350586;9350586;Neudorf (bei Prenden);5852652;4602246;52796899;13514364
350587;9350587;NeuehŸtte, Abzweig;5861393;4624688;52870693;13850249
350588;9350588;NeuehŸtte, Dorf;5861061;4624936;52867654;13853803
350589;9350589;Neuendorf (bei Oderberg), Dorf;5864089;4638552;52891517;14057156
350596;9350596;Neugrimnitz;5873219;4623213;52977246;13832839
350602;9350602;Neulindenberg, Dorf;5830897;4605441;52600860;13554750
350603;9350603;Neulindenberg, Kriemhildstr.;5831110;4604832;52602891;13545832
350619;9350619;Niederfinow, Dorf;5857561;4630379;52834931;13933186
350620;9350620;Niederfinow, Forsthaus Kahlenberg;5859867;4625587;52856779;13863006
350621;9350621;Niederfinow, HubbrŸcke;5857303;4630072;52832688;13928530
350622;9350622;Niederfinow, Kreuzung;5857410;4629977;52833672;13927164
350623;9350623;Niederfinow, Schiffshebewerk;5859026;4630810;52847984;13940164
350624;9350624;Niederfinow, Schleuse;5859601;4630023;52853338;13928719
350625;9350625;Niederfinow, Schleusentreppe;5859632;4631141;52853346;13945318
350626;9350626;Niederfinow, Stecherschleuse Wendeschleife;5858218;4628151;52841366;13900402
350627;9350627;Niederfinow, Stecherschleuse/Kita;5857717;4629044;52836653;13913449
350628;9350628;Oderberg, Am Friedenshain;5862344;4638306;52875910;14052763
350629;9350629;Oderberg, Eberswalder Chaussee;5861059;4637147;52864667;14035019
350630;9350630;Oderberg, Odertalstadion;5860665;4637638;52861003;14042139
350631;9350631;Oderberg, Museum;5860943;4637862;52863443;14045580
350632;9350632;Oderberg, Stadtmitte;5861346;4637832;52867069;14045305
350633;9350633;Oderberg, Stadtrand;5860919;4636496;52863575;14025300
350634;9350634;Oderberg, Teufelsberg;5860909;4635985;52863614;14017713
350636;9350636;Parlow;5878436;4618483;53025168;13764368
350637;9350637;Parstein;5868709;4637029;52933396;14036489
350638;9350638;Pehlitz;5865891;4634235;52908794;13993798
350640;9350640;Prenden, Abzweig Klosterfelde;5852157;4604600;52792002;13549092
350641;9350641;Prenden, Dorf;5851864;4604979;52789297;13554614
350642;9350642;Prenden, Pflegeheim;5851105;4605155;52782444;13556979
350647;9350647;RŸdnitz, Bahnhofstr.;5844538;4610109;52722469;13628168
350648;9350648;RŸdnitz, Birkenhof;5844773;4609157;52724773;13614162
350649;9350649;RŸdnitz, Dorf;5844277;4609831;52720181;13623968
350650;9350650;RŸdnitz, Gemeinde;5844521;4609656;52722409;13621461
350651;9350651;RŸdnitz, Siedlung;5845000;4610710;52726497;13637215
350652;9350652;Ruhlsdorf (BAR), Campingplatz;5855237;4606380;52819321;13576469
350653;9350653;Ruhlsdorf (BAR), Dorf;5855987;4605244;52826281;13559867
350654;9350654;Ruhlsdorf (BAR), Feuerwehr;5855937;4605381;52825805;13561882
350655;9350655;Ruhlsdorf (BAR), Kiessee;5855756;4605772;52824103;13567622
350656;9350656;Ruhlsdorf (BAR), Post;5855587;4605076;52822721;13557247
350657;9350657;Ruhlsdorf (BAR), Schleuse;5857358;4605866;52838475;13569535
350658;9350658;Sandkrug, Dorf;5863103;4626411;52885649;13876487
350659;9350659;Sandkrug, GaststŠtte;5862624;4625995;52881445;13870125
350660;9350660;Sandkrug, Ragšser MŸhle;5862226;4625567;52877970;13863617
350663;9350663;Schmetzdorf (BAR);5841213;4604833;52693648;13549053
350664;9350664;Schšnerlinde (BAR), Kirche;5836615;4597807;52653654;13443806
350665;9350665;Schšnerlinde (BAR), Berliner Str.;5836631;4598132;52653739;13448612
350666;9350666;Schšnerlinde (BAR), Dorfstr.;5836606;4597254;52653673;13435634
350667;9350667;Schšnerlinde (BAR), Schšnerlinder Chaussee;5837671;4597684;52663163;13442301
350668;9350668;Schšnerlinde (BAR), Stadtgut;5837188;4596220;52659085;13420529
350669;9350669;Schšnfeld (BAR), Dorf;5840202;4617549;52681959;13736684
350670;9350670;Schšnfeld (BAR), Schšnfelder Wald;5838934;4617381;52670606;13733750
350671;9350671;Schšnholz (BAR), Dorf;5851100;4618832;52779566;13759585
350672;9350672;Schšnholz (BAR), Forsthaus;5851728;4619163;52785134;13764716
350673;9350673;Schšnow (BAR), Bimler;5838323;4603516;52667939;13528673
350674;9350674;Schšnow (BAR), Goethestr.;5838734;4603863;52671565;13533930
350675;9350675;Schšnow (BAR), Kindergarten;5839167;4604114;52675407;13537776
350676;9350676;Schšnow (BAR), Pappelallee;5839786;4605249;52680748;13554748
350677;9350677;Schšnow (BAR), Schule;5839298;4604000;52676605;13536133
350678;9350678;Schšnow (BAR), Stern;5839064;4604092;52674486;13537418
350679;9350679;Schšnwalde (BAR), Gemeinde;5839462;4597589;52679269;13441427
350680;9350680;Schšnwalde (BAR), Gewerbegebiet;5840298;4597569;52686783;13441379
350681;9350681;Schšnwalde (BAR), Kreuzung;5839424;4597487;52678946;13439909
350682;9350682;Schšnwalde (BAR), MŸhle;5838776;4597424;52673136;13438786
350685;9350685;Schwanebeck (BAR), Am Stener Berg;5835033;4603043;52638475;13520658
350686;9350686;Schwanebeck (BAR), Birkholzer Str.;5835335;4605812;52640655;13561642
350687;9350687;Schwanebeck (BAR), Bodenseestr.;5834381;4603007;52632624;13519923
350688;9350688;Schwanebeck (BAR), Genfer Platz;5835000;4603370;52638116;13525476
350689;9350689;Schwanebeck (BAR), Heinestr.;5835575;4605648;52642843;13559297
350690;9350690;Schwanebeck (BAR), Altonaer Str.;5835643;4604372;52643701;13540475
350691;9350691;Schwanebeck (BAR), Kreuzung Birkholzer Str.;5833590;4604764;52625183;13545614
350692;9350692;Neu-Buch, Lindenberger Weg;5833391;4602448;52623836;13511363
350693;9350693;Schwanebeck (BAR), Mozartstr.;5833861;4603128;52627930;13521547
350694;9350694;Schwanebeck (BAR), Schule;5834143;4604820;52630140;13546616
350695;9350695;Schwanebeck (BAR), Schwanebecker Str.;5835792;4604656;52644984;13544716
350696;9350696;Schwanebeck (BAR), Gletscherstr.;5835322;4603452;52640993;13526788
350697;9350697;SophienstŠdt, Zum Mittelprendener;5853991;4606964;52808014;13584721
350698;9350698;Seefeld (Mark), Dorf;5833479;4613663;52622398;13676935
350699;9350699;Seefeld (Mark), MŸhle;5833672;4615213;52623805;13699880
350700;9350700;Seefeld (Mark), Krummenseer Chaussee;5832636;4613800;52614797;13678667
350701;9350701;SenftenhŸtte;5868701;4625061;52936242;13858594
350702;9350702;Serwest, Serwestsee;5869503;4630505;52942150;13939839
350703;9350703;Serwest, An der B 2;5868817;4629939;52936127;13931150
350704;9350704;Serwest, Wendestelle;5868659;4629679;52934770;13927223
350705;9350705;Sommerfelde, Dorf;5856137;4626021;52823177;13868006
350706;9350706;Sommerfelde, Siedlung;5856380;4625515;52825478;13860597
350708;9350708;SophienstŠdt;5854436;4606775;52812048;13582065
350709;9350709;Spechthausen, Dorf;5854597;4619913;52810737;13776878
350710;9350710;Spechthausen, Fšrsterei;5853654;4619001;52802469;13763016
350711;9350711;Niederfinow, Abzweig Stecherschleuse;5859621;4628321;52853926;13903475
350714;9350714;Stolzenhagen (bei Oderberg), Ortseingang;5870078;4641083;52944641;14097335
350715;9350715;Stolzenhagen (bei Wandlitz), Kirche;5850455;4597178;52778098;13438601
350716;9350716;Stolzenhagen (bei Wandlitz), Siedlung;5848230;4596588;52758216;13429206
350717;9350717;Stolzenhagen (bei Wandlitz), Stra§e am See;5850296;4597657;52776583;13445650
350718;9350718;Stolzenhagen (bei Wandlitz), West;5848824;4595234;52763792;13409328
350719;9350719;Stolzenhagen (bei Oderberg), Wendestelle;5870557;4641262;52948895;14100204
350723;9350723;Thaerfelde;5839417;4611725;52676139;13650338
350725;9350725;Tiefensee, B 158;5840189;4624281;52680342;13836171
350726;9350726;Tiefensee, Eberswalder Str.;5840574;4624250;52683807;13835858
350727;9350727;Tiefensee, Dorf;5840447;4624538;52682601;13840067
350729;9350729;Tornow (BAR);5855536;4627340;52817470;13887328
350730;9350730;Trampe (BAR), Dorf;5851263;4623980;52779874;13835899
350731;9350731;Trampe (BAR), Klobbicker Str.;5850448;4623932;52772565;13834880
350732;9350732;Trampe (BAR), Leuenberger Wiese;5855488;4623642;52817898;13832488
350733;9350733;Trappenfelde, Hšnower Weg;5827568;4612811;52569479;13662347
350734;9350734;Trappenfelde, Siedlung;5828928;4612208;52581820;13653918
350735;9350735;Trappenfelde, Trappenfelder Str.;5828176;4613056;52574890;13666166
350736;9350736;Klobbicke;5848966;4621670;52759768;13800831
350737;9350737;Tuchen;5848470;4620682;52755534;13786021
350738;9350738;†tzdorf, Dorf;5848183;4603362;52756542;13529494
350739;9350739;†tzdorf, Tierzucht;5848559;4602925;52760003;13523142
350741;9350741;Wandlitz, Amselweg;5848867;4598827;52763534;13462551
350742;9350742;Wandlitz, Arendseer Kreuzung;5849368;4599687;52767876;13475440
350743;9350743;Wandlitz, Berliner Weg;5845429;4597872;52732823;13447384
350744;9350744;Wandlitz, Bernauer Chaussee;5846630;4599677;52743282;13474460
350745;9350745;Joachimsthal, Werbellinsee Westufer;5867512;4614780;52927856;13705335
350746;9350746;Wandlitz, Dachsbaude;5846190;4598367;52739569;13454937
350747;9350747;Wandlitz, Dorf;5847554;4597985;52751892;13449690
350748;9350748;Wandlitz, Kehlheide;5846189;4599553;52739343;13472491
350749;9350749;Wandlitz, Liepnitzsee;;;;
350750;9350750;Wandlitz, Schule I;5847579;4599231;52751889;13468145
350751;9350751;Wandlitz, Schule II;5847390;4598535;52750319;13457784
350752;9350752;Wandlitz, Stolzenhagener Chaussee;5849445;4598574;52768772;13458978
350753;9350753;Wandlitz, Terrassen am See;5848513;4599339;52760260;13470027
350754;9350754;Wandlitz, An der Gierwiese;5849396;4598477;52768350;13457527
350755;9350755;Weesow, Ausbau;5836957;4616323;52653076;13717420
350756;9350756;Weesow, Feuerwehr;5836790;4616807;52651472;13724510
350757;9350757;Weesow, Kreuzung;5836691;4616691;52650608;13722762
350758;9350758;Willmersdorf, Am Gewerbepark;5838824;4615108;52670105;13700125
350759;9350759;Werbellin, Abzweig;5863817;4615642;52894483;13716834
350760;9350760;Werbellin, Dorf;5863357;4614758;52890540;13703542
350761;9350761;Werftpfuhl, An der B 158;5837915;4621451;52660558;13793511
350762;9350762;Werftpfuhl, Dorf;5837479;4621362;52656662;13792036
